channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
wholesale,SKU-01706,SHP-0006474,1,0,180,0,180,2025-06-23 19:45:54.000000 UTC
wholesale,SKU-02152,SHP-0022249,1,0,180,0,180,2024-09-06 07:54:52.000000 UTC
wholesale,SKU-06667,SHP-0028482,1,0,180,0,180,2024-09-18 03:56:15.000000 UTC
wholesale,SKU-06667,SHP-0014356,1,0,180,0,180,2024-09-18 05:54:18.000000 UTC
wholesale,SKU-05200,SHP-0000001,1,0,180,0,180,2024-12-24 07:11:46.000000 UTC
wholesale,SKU-05898,SHP-0004793,1,0,180,0,180,2025-12-03 02:15:53.000000 UTC
wholesale,SKU-02152,SHP-0019531,1,0,180,0,180,2025-09-17 21:29:07.000000 UTC
wholesale,SKU-03093,SHP-0002105,1,0,180,0,180,2026-04-02 15:09:18.000000 UTC
wholesale,SKU-06667,SHP-9485608,1,0,180,0,180,2026-04-02 22:23:29.000000 UTC
wholesale,SKU-08630,SHP-0025079,3,0,180,0,180,2025-05-29 12:48:02.000000 UTC
wholesale,SKU-03093,SHP-0000747,1,0,180,0,180,2024-09-27 07:41:23.000000 UTC
wholesale,SKU-03093,SHP-0024781,1,0,180,0,180,2025-05-03 08:40:02.000000 UTC
wholesale,SKU-06048,SHP-0020688,1,0,180,0,180,2025-07-30 14:06:39.000000 UTC
wholesale,SKU-02152,SHP-0022040,1,0,180,0,180,2025-12-28 10:05:52.000000 UTC
wholesale,SKU-06667,SHP-9588181,1,0,180,0,180,2025-12-28 12:48:30.000000 UTC
wholesale,SKU-06667,SHP-0007077,1,0,180,0,180,2026-01-03 14:55:39.000000 UTC
wholesale,SKU-08843,SHP-0008038,1,0,180,0,180,2026-01-03 16:17:48.000000 UTC
wholesale,SKU-04445,SHP-0011674,1,0,180,0,180,2024-09-28 03:28:33.000000 UTC
wholesale,SKU-08843,SHP-0011442,1,0,180,0,180,2024-06-22 05:37:31.000000 UTC
wholesale,SKU-06048,SHP-0025386,1,0,180,0,180,2026-05-26 02:07:38.000000 UTC
wholesale,SKU-03093,SHP-0015918,1,0,180,0,180,2026-05-26 17:06:33.000000 UTC
wholesale,SKU-08843,SHP-0010975,1,0,180,0,180,2026-05-26 19:27:33.000000 UTC
wholesale,SKU-07887,SHP-0007544,3,0,180,0,180,2026-05-26 15:48:37.000000 UTC
wholesale,SKU-08843,SHP-0009533,1,0,180,0,180,2026-05-24 06:42:48.000000 UTC
wholesale,SKU-04221,SHP-0028079,2,0,180,0,180,2025-01-11 10:31:33.000000 UTC
wholesale,SKU-04445,SHP-0018501,1,0,180,0,180,2025-06-25 15:41:56.000000 UTC
wholesale,SKU-01706,SHP-0028377,1,0,180,0,180,2025-06-25 18:01:53.000000 UTC
wholesale,SKU-08095,SHP-0022576,1,0,180,0,180,2024-10-08 16:24:28.000000 UTC
wholesale,SKU-06667,SHP-0006373,1,0,180,0,180,2024-11-14 17:48:11.000000 UTC
wholesale,SKU-05898,SHP-0008786,1,0,180,0,180,2024-11-14 19:47:20.000000 UTC
wholesale,SKU-09028,SHP-0022184,1,0,180,0,180,2026-05-11 14:03:24.000000 UTC
wholesale,SKU-04445,SHP-0010466,1,0,180,0,180,2026-05-11 14:08:08.000000 UTC
wholesale,SKU-03093,SHP-0005952,1,0,180,0,180,2026-05-11 18:33:02.000000 UTC
wholesale,SKU-07255,SHP-0013951,1,0,180,0,180,2024-11-18 00:43:29.000000 UTC
wholesale,SKU-04746,SHP-0028527,1,0,180,0,180,2024-11-18 09:34:09.000000 UTC
wholesale,SKU-07323,SHP-0018241,1,0,180,0,180,2026-04-15 15:28:48.000000 UTC
wholesale,SKU-03093,SHP-0018968,1,0,180,0,180,2026-04-15 20:33:56.000000 UTC
wholesale,SKU-02152,SHP-0002402,1,0,180,0,180,2025-05-05 22:20:25.000000 UTC
wholesale,SKU-09028,SHP-0001159,1,0,180,0,180,2025-01-24 00:53:39.000000 UTC
wholesale,SKU-07323,SHP-0000883,1,0,180,0,180,2025-01-24 11:31:52.000000 UTC
wholesale,SKU-04746,SHP-0018643,1,0,180,0,180,2026-04-01 16:11:52.000000 UTC
wholesale,SKU-05200,SHP-0013303,1,0,180,0,180,2026-02-26 05:40:15.000000 UTC
wholesale,SKU-04746,SHP-0012929,1,0,180,0,180,2026-05-23 07:45:21.000000 UTC
wholesale,SKU-04746,SHP-0021475,1,0,180,0,180,2024-09-24 22:53:12.000000 UTC
wholesale,SKU-07255,SHP-0028537,1,0,180,0,180,2025-04-26 06:32:13.000000 UTC
wholesale,SKU-04445,SHP-0002533,1,1,180,0,180,2025-04-26 06:36:38.000000 UTC
wholesale,SKU-08843,SHP-0029343,1,0,180,0,180,2025-01-13 18:08:26.000000 UTC
wholesale,SKU-03093,SHP-0001183,1,0,180,0,180,2025-11-11 16:47:04.000000 UTC
wholesale,SKU-02427,SHP-0018385,3,0,180,0,180,2026-04-29 00:32:04.000000 UTC
wholesale,SKU-06048,SHP-0012133,1,0,180,0,180,2025-01-15 07:49:41.000000 UTC
wholesale,SKU-04746,SHP-0006947,1,0,180,0,180,2025-01-15 22:00:07.000000 UTC
wholesale,SKU-06048,SHP-0008732,1,1,180,0,180,2024-12-22 17:33:15.000000 UTC
wholesale,SKU-02427,SHP-0007076,3,0,180,0,180,2024-12-22 20:05:41.000000 UTC
wholesale,SKU-06048,SHP-0018085,1,0,180,0,180,2025-11-09 20:36:44.000000 UTC
wholesale,SKU-01706,SHP-0025702,1,0,180,0,180,2025-11-09 23:34:10.000000 UTC
wholesale,SKU-05200,SHP-0002549,1,0,180,0,180,2026-05-22 00:42:58.000000 UTC
wholesale,SKU-07323,SHP-0027620,1,0,180,0,180,2024-11-11 04:19:07.000000 UTC
wholesale,SKU-02152,SHP-9942749,1,0,180,0,180,2024-11-11 20:45:25.000000 UTC
wholesale,SKU-05638,SHP-0023618,3,0,180,0,180,2026-01-31 17:35:22.000000 UTC
wholesale,SKU-04445,SHP-0008283,1,0,180,0,180,2025-12-29 00:24:41.000000 UTC
wholesale,SKU-08843,SHP-0008570,1,0,180,0,180,2024-08-17 02:54:15.000000 UTC
wholesale,SKU-93025,SHP-0015280,1,0,180,0,180,2026-04-17 00:34:41.000000 UTC
wholesale,SKU-05200,SHP-9633988,1,0,180,0,180,2026-05-12 06:29:07.000000 UTC
wholesale,SKU-02427,SHP-0000743,3,0,180,0,180,2026-05-12 15:26:15.000000 UTC
wholesale,SKU-04746,SHP-0029575,1,0,180,0,180,2024-12-10 16:54:54.000000 UTC
wholesale,SKU-06048,SHP-0023880,1,0,180,0,180,2025-09-08 07:04:13.000000 UTC
wholesale,SKU-05898,SHP-0009068,1,1,180,0,180,2025-09-08 12:38:01.000000 UTC
wholesale,SKU-08843,SHP-0024360,1,1,180,0,180,2025-09-08 22:14:03.000000 UTC
wholesale,SKU-07323,SHP-0003774,1,0,180,0,180,2025-12-17 00:37:16.000000 UTC
wholesale,SKU-04746,SHP-0001062,1,0,180,0,180,2025-12-01 06:40:02.000000 UTC
wholesale,SKU-05898,SHP-0015880,1,0,180,0,180,2025-12-01 18:25:35.000000 UTC
wholesale,SKU-08262,SHP-0016265,2,0,180,0,180,2025-12-15 02:40:59.000000 UTC
wholesale,SKU-07255,SHP-0010501,1,0,180,0,180,2026-05-20 06:59:49.000000 UTC
wholesale,SKU-04746,SHP-0009874,1,0,180,0,180,2026-05-20 17:24:25.000000 UTC
wholesale,SKU-04445,SHP-0014659,1,0,180,0,180,2026-05-20 19:20:39.000000 UTC
wholesale,SKU-08843,SHP-9706834,1,0,180,0,180,2026-05-20 21:35:46.000000 UTC
wholesale,SKU-06667,SHP-0027730,1,0,180,0,180,2026-05-07 03:43:31.000000 UTC
wholesale,SKU-06667,SHP-0026925,1,0,180,0,180,2026-05-07 10:59:45.000000 UTC
wholesale,SKU-07323,SHP-0014912,1,1,180,0,180,2026-04-14 08:10:26.000000 UTC
wholesale,SKU-07887,SHP-0011316,3,0,180,0,180,2025-09-06 04:21:58.000000 UTC
wholesale,SKU-04445,SHP-0020078,1,0,180,0,180,2025-03-18 03:37:31.000000 UTC
wholesale,SKU-07255,SHP-0012839,1,0,180,0,180,2025-03-18 11:00:47.000000 UTC
wholesale,SKU-05898,SHP-0004359,1,0,180,0,180,2024-12-20 06:10:41.000000 UTC
wholesale,SKU-04746,SHP-0006639,1,0,180,0,180,2024-09-01 16:28:49.000000 UTC
wholesale,SKU-01706,SHP-0013129,1,0,180,0,180,2024-09-01 21:50:26.000000 UTC
wholesale,SKU-04445,SHP-0020302,1,0,180,0,180,2024-09-01 22:51:56.000000 UTC
wholesale,SKU-04445,SHP-0016821,1,0,180,0,180,2025-04-12 01:01:50.000000 UTC
wholesale,SKU-07255,SHP-0016980,1,0,180,0,180,2024-08-03 11:00:43.000000 UTC
wholesale,SKU-06048,SHP-0010733,1,0,180,0,180,2025-11-25 09:26:53.000000 UTC
wholesale,SKU-02152,SHP-0011897,1,0,180,0,180,2026-03-31 04:08:26.000000 UTC
wholesale,SKU-01952,SHP-0008582,2,0,180,0,180,2026-03-31 16:06:35.000000 UTC
wholesale,SKU-01706,SHP-0021177,1,0,180,0,180,2025-09-25 23:39:02.000000 UTC
wholesale,SKU-04445,SHP-0022623,1,0,180,0,180,2025-07-09 14:18:01.000000 UTC
wholesale,SKU-03093,SHP-0015875,1,0,180,0,180,2025-10-19 21:37:49.000000 UTC
wholesale,SKU-02152,SHP-0023625,1,0,180,0,180,2024-08-16 02:53:12.000000 UTC
wholesale,SKU-04746,SHP-0018367,1,0,180,0,180,2024-08-16 22:40:12.000000 UTC
wholesale,SKU-09028,SHP-0023029,1,0,180,0,180,2024-10-04 16:38:58.000000 UTC
wholesale,SKU-06667,SHP-0016072,1,0,180,0,180,2024-10-18 20:36:53.000000 UTC
wholesale,SKU-08843,SHP-0024646,1,0,180,0,180,2025-11-24 10:50:06.000000 UTC
wholesale,SKU-06048,SHP-0022168,1,1,180,0,180,2025-11-24 19:51:23.000000 UTC
wholesale,SKU-05200,SHP-0001480,1,0,180,0,180,2025-10-17 15:37:27.000000 UTC
wholesale,SKU-09028,SHP-0011758,1,0,180,0,180,2025-10-16 19:06:25.000000 UTC
wholesale,SKU-09028,SHP-0012504,1,0,180,0,180,2025-10-16 21:16:26.000000 UTC
wholesale,SKU-07323,SHP-0027037,1,0,180,0,180,2026-04-03 06:16:22.000000 UTC
wholesale,SKU-08843,SHP-0003527,1,0,180,0,180,2024-10-03 03:49:16.000000 UTC
wholesale,SKU-05898,SHP-0027867,1,0,180,0,180,2025-08-03 20:01:57.000000 UTC
wholesale,SKU-01706,SHP-0007250,1,0,180,0,180,2024-09-23 20:34:54.000000 UTC
wholesale,SKU-01706,SHP-0020215,1,0,180,0,180,2024-06-27 13:25:12.000000 UTC
wholesale,SKU-03093,SHP-0005244,1,0,180,0,180,2024-08-05 14:27:24.000000 UTC
wholesale,SKU-03628,SHP-0016866,2,0,180,0,180,2026-01-02 12:37:52.000000 UTC
wholesale,SKU-04746,SHP-0022388,1,1,180,0,180,2025-12-18 11:45:04.000000 UTC
wholesale,SKU-04746,SHP-0019168,1,0,180,0,180,2024-09-26 15:03:25.000000 UTC
wholesale,SKU-01706,SHP-0021354,1,0,180,0,180,2024-09-26 15:59:34.000000 UTC
wholesale,SKU-04746,SHP-0010157,1,1,180,0,180,2024-09-26 20:38:31.000000 UTC
wholesale,SKU-09028,SHP-0005692,1,0,180,0,180,2025-11-26 21:40:22.000000 UTC
wholesale,SKU-05200,SHP-0026966,1,0,180,0,180,2024-09-15 14:25:41.000000 UTC
wholesale,SKU-07255,SHP-0012206,1,0,180,0,180,2025-10-04 22:02:27.000000 UTC
wholesale,SKU-06667,SHP-0020919,1,0,180,0,180,2025-11-27 14:13:28.000000 UTC
wholesale,SKU-09028,SHP-0018428,1,0,180,0,180,2024-08-04 00:49:47.000000 UTC
wholesale,SKU-09028,SHP-0008420,1,1,180,0,180,2024-08-04 04:58:49.000000 UTC
wholesale,SKU-09028,SHP-0001293,1,0,180,0,180,2024-08-04 11:38:21.000000 UTC
wholesale,SKU-05203,SHP-0008229,2,2,180,0,180,2025-12-31 23:54:59.000000 UTC
wholesale,SKU-02152,SHP-0009946,1,0,180,0,180,2026-01-17 09:56:32.000000 UTC
wholesale,SKU-07255,SHP-0022661,1,1,180,0,180,2025-07-08 05:34:15.000000 UTC
wholesale,SKU-09028,SHP-0022295,1,0,180,0,180,2025-07-08 22:05:51.000000 UTC
wholesale,SKU-07323,SHP-0000500,1,0,180,0,180,2025-08-18 05:56:01.000000 UTC
wholesale,SKU-07255,SHP-0015731,1,0,180,0,180,2025-08-18 14:55:26.000000 UTC
wholesale,SKU-04445,SHP-0029493,1,0,180,0,180,2025-08-29 20:39:06.000000 UTC
wholesale,SKU-07887,SHP-0005230,3,0,180,0,180,2025-08-29 13:14:51.000000 UTC
wholesale,SKU-02152,SHP-0009897,1,0,180,0,180,2025-11-10 09:18:05.000000 UTC
wholesale,SKU-08843,SHP-0022616,1,0,180,0,180,2025-11-10 14:13:48.000000 UTC
wholesale,SKU-03093,SHP-0016124,1,0,180,0,180,2025-09-14 01:50:58.000000 UTC
wholesale,SKU-04746,SHP-0012276,1,0,180,0,180,2026-01-01 02:17:56.000000 UTC
wholesale,SKU-06667,SHP-0009879,1,0,180,0,180,2026-01-01 10:59:19.000000 UTC
wholesale,SKU-06048,SHP-0005821,1,0,180,0,180,2026-02-21 01:08:07.000000 UTC
wholesale,SKU-01952,SHP-0012492,2,2,180,0,180,2024-07-06 23:11:34.000000 UTC
wholesale,SKU-05898,SHP-0008494,1,0,180,0,180,2026-03-08 04:18:38.000000 UTC
wholesale,SKU-06048,SHP-0005201,1,0,180,0,180,2025-09-29 16:25:18.000000 UTC
wholesale,SKU-07323,SHP-0004197,1,1,180,0,180,2026-02-10 06:52:51.000000 UTC
wholesale,SKU-05200,SHP-0000570,1,0,180,0,180,2025-09-28 06:15:37.000000 UTC
wholesale,SKU-04445,SHP-0003360,1,0,180,0,180,2024-08-27 13:44:53.000000 UTC
wholesale,SKU-09028,SHP-0019331,1,1,180,0,180,2025-10-18 05:36:23.000000 UTC
wholesale,SKU-08095,SHP-0003499,1,0,180,0,180,2025-10-18 14:50:09.000000 UTC
wholesale,SKU-06048,SHP-0025802,1,0,180,0,180,2026-01-16 06:51:56.000000 UTC
wholesale,SKU-08095,SHP-0025386,1,0,180,0,180,2026-05-06 05:01:41.000000 UTC
wholesale,SKU-06667,SHP-0002113,1,1,180,0,180,2025-10-06 16:19:00.000000 UTC
wholesale,SKU-04445,SHP-0020271,1,0,180,0,180,2025-10-06 21:54:12.000000 UTC
wholesale,SKU-02152,SHP-0027624,1,0,180,0,180,2024-08-26 07:21:12.000000 UTC
wholesale,SKU-09028,SHP-0016983,1,0,180,0,180,2024-08-26 17:26:37.000000 UTC
wholesale,SKU-02152,SHP-0026684,1,0,180,0,180,2026-05-03 11:08:29.000000 UTC
wholesale,SKU-06048,SHP-0006545,1,0,180,0,180,2026-05-03 11:19:31.000000 UTC
wholesale,SKU-06667,SHP-9539028,1,0,180,0,180,2025-12-23 08:25:58.000000 UTC
wholesale,SKU-07255,SHP-0016527,1,0,180,0,180,2025-12-23 11:59:54.000000 UTC
wholesale,SKU-08630,SHP-0020912,3,0,180,0,180,2024-10-29 21:35:15.000000 UTC
wholesale,SKU-05200,SHP-0000479,1,0,180,0,180,2026-01-13 05:25:38.000000 UTC
wholesale,SKU-05200,SHP-0026054,1,1,180,0,180,2026-01-13 15:49:24.000000 UTC
wholesale,SKU-06667,SHP-0002808,1,0,180,0,180,2025-11-02 08:04:41.000000 UTC
wholesale,SKU-08843,SHP-0011355,1,0,180,0,180,2025-11-02 12:36:06.000000 UTC
wholesale,SKU-08095,SHP-0029575,1,1,180,0,180,2025-11-02 14:34:45.000000 UTC
wholesale,SKU-01706,SHP-0005966,1,0,180,0,180,2025-09-15 15:38:55.000000 UTC
wholesale,SKU-08095,SHP-0005007,1,0,180,0,180,2025-11-16 05:36:07.000000 UTC
wholesale,SKU-03093,SHP-0008076,1,0,180,0,180,2025-11-16 09:11:13.000000 UTC
wholesale,SKU-04746,SHP-0016011,1,0,180,0,180,2025-11-16 19:23:50.000000 UTC
wholesale,SKU-08095,SHP-0025976,1,0,180,0,180,2025-03-06 13:27:24.000000 UTC
wholesale,SKU-04445,SHP-0014278,1,0,180,0,180,2024-10-28 17:00:05.000000 UTC
wholesale,SKU-05200,SHP-0017935,1,0,180,0,180,2025-11-13 05:28:39.000000 UTC
wholesale,SKU-04746,SHP-0005326,1,0,180,0,180,2026-01-24 23:58:36.000000 UTC
wholesale,SKU-02493,SHP-0012044,2,0,180,0,180,2026-01-27 08:53:04.000000 UTC
wholesale,SKU-09028,SHP-0028773,1,0,180,0,180,2024-10-27 03:43:07.000000 UTC
wholesale,SKU-02152,SHP-0007031,1,0,180,0,180,2026-05-04 01:38:04.000000 UTC
wholesale,SKU-06667,SHP-0021340,1,0,180,0,180,2025-08-04 13:09:20.000000 UTC
wholesale,SKU-02427,SHP-0004477,3,0,180,0,180,2026-05-08 03:49:24.000000 UTC
wholesale,SKU-06048,SHP-0014453,1,0,180,0,180,2026-05-18 05:33:22.000000 UTC
wholesale,SKU-03093,SHP-0009987,1,0,180,0,180,2025-04-14 17:17:27.000000 UTC
wholesale,SKU-06667,SHP-0018351,1,0,180,0,180,2026-04-08 23:56:36.000000 UTC
wholesale,SKU-08843,SHP-0029720,1,0,180,0,180,2024-05-31 15:37:04.000000 UTC
wholesale,SKU-09028,SHP-0002289,1,0,180,0,180,2024-05-31 16:58:42.000000 UTC
wholesale,SKU-08843,SHP-0028969,1,0,180,0,180,2026-01-14 17:25:26.000000 UTC
wholesale,SKU-07323,SHP-0015298,1,0,180,0,180,2024-11-20 13:18:40.000000 UTC
wholesale,SKU-07887,SHP-0015415,3,0,180,0,180,2025-04-03 13:37:09.000000 UTC
wholesale,SKU-04445,SHP-0010780,1,0,180,0,180,2025-04-16 08:17:06.000000 UTC
wholesale,SKU-05200,SHP-0009374,1,0,180,0,180,2024-07-08 20:54:34.000000 UTC
wholesale,SKU-05200,SHP-0007787,1,0,180,0,180,2024-08-15 23:48:33.000000 UTC
wholesale,SKU-07323,SHP-0027068,1,0,180,0,180,2025-11-28 10:05:27.000000 UTC
wholesale,SKU-07323,SHP-0024510,1,0,180,0,180,2025-05-21 01:03:05.000000 UTC
wholesale,SKU-08630,SHP-0000277,3,0,180,0,180,2025-05-21 12:54:15.000000 UTC
wholesale,SKU-09028,SHP-0010882,1,1,180,0,180,2025-05-21 14:21:06.000000 UTC
wholesale,SKU-04445,SHP-0007849,1,0,180,0,180,2025-05-21 21:49:38.000000 UTC
wholesale,SKU-08095,SHP-0016890,1,0,180,0,180,2026-05-29 06:38:35.000000 UTC
wholesale,SKU-02493,SHP-0027221,2,0,180,0,180,2024-08-13 16:34:55.000000 UTC
wholesale,SKU-07323,SHP-0017891,1,0,180,0,180,2026-01-10 23:22:09.000000 UTC
wholesale,SKU-05200,SHP-0015796,1,0,180,0,180,2024-11-21 23:26:53.000000 UTC
wholesale,SKU-06048,SHP-0000911,1,0,180,0,180,2026-05-16 09:17:15.000000 UTC
wholesale,SKU-06667,SHP-0004125,1,0,180,0,180,2026-05-16 20:52:40.000000 UTC
wholesale,SKU-05200,SHP-0000933,1,0,180,0,180,2026-05-16 21:59:01.000000 UTC
wholesale,SKU-07323,SHP-0029161,1,0,180,0,180,2025-09-27 15:26:59.000000 UTC
wholesale,SKU-03093,SHP-0029093,1,0,180,0,180,2025-09-27 23:29:43.000000 UTC
wholesale,SKU-08095,SHP-0009670,1,0,180,0,180,2026-01-25 11:13:49.000000 UTC
wholesale,SKU-01706,SHP-0001368,1,0,180,0,180,2024-08-14 04:25:23.000000 UTC
wholesale,SKU-06048,SHP-0005251,1,0,180,0,180,2024-08-14 14:08:45.000000 UTC
wholesale,SKU-04746,SHP-0001021,1,0,180,0,180,2024-11-02 06:51:31.000000 UTC
wholesale,SKU-05898,SHP-0020659,1,0,180,0,180,2024-11-02 15:30:47.000000 UTC
wholesale,SKU-07323,SHP-9214734,1,0,180,0,180,2025-09-26 12:00:14.000000 UTC
wholesale,SKU-07255,SHP-0019714,1,0,180,0,180,2025-09-26 23:08:02.000000 UTC
wholesale,SKU-06048,SHP-0014232,1,0,180,0,180,2025-04-15 07:41:01.000000 UTC
wholesale,SKU-05638,SHP-0007801,3,0,180,0,180,2024-09-22 17:57:07.000000 UTC
wholesale,SKU-08843,SHP-0003507,1,0,180,0,180,2024-09-22 21:28:20.000000 UTC
wholesale,SKU-05200,SHP-0027082,1,0,180,0,180,2025-11-14 23:34:32.000000 UTC
wholesale,SKU-05898,SHP-0011470,1,0,180,0,180,2025-06-30 19:41:38.000000 UTC
wholesale,SKU-01952,SHP-0027669,2,0,180,0,180,2025-04-04 03:59:21.000000 UTC
wholesale,SKU-08843,SHP-0006290,1,0,180,0,180,2025-12-20 14:14:38.000000 UTC
wholesale,SKU-09028,SHP-0016403,1,0,180,0,180,2025-01-20 02:10:42.000000 UTC
wholesale,SKU-01706,SHP-0016335,1,0,180,0,180,2025-05-23 18:51:34.000000 UTC
wholesale,SKU-07255,SHP-0028922,1,0,180,0,180,2025-05-12 15:10:06.000000 UTC
wholesale,SKU-01706,SHP-0018892,1,0,180,0,180,2025-10-07 02:00:07.000000 UTC
wholesale,SKU-04445,SHP-0017937,1,0,180,0,180,2025-10-07 05:01:02.000000 UTC
wholesale,SKU-01706,SHP-0006149,1,0,180,0,180,2025-10-07 17:44:15.000000 UTC
wholesale,SKU-04445,SHP-0016570,1,0,180,0,180,2025-10-07 21:04:31.000000 UTC
wholesale,SKU-07323,SHP-0024485,1,0,180,0,180,2025-11-12 00:18:23.000000 UTC
wholesale,SKU-02493,SHP-0023866,2,0,180,0,180,2025-11-12 03:45:40.000000 UTC
wholesale,SKU-08843,SHP-0025898,1,0,180,0,180,2025-11-12 06:42:16.000000 UTC
wholesale,SKU-03628,SHP-0006056,2,0,180,0,180,2025-11-12 08:35:07.000000 UTC
wholesale,SKU-07255,SHP-0016527,1,1,180,0,180,2025-05-24 08:43:22.000000 UTC
wholesale,SKU-01706,SHP-0000673,1,0,180,0,180,2025-05-24 13:23:14.000000 UTC
wholesale,SKU-05898,SHP-0000809,1,0,180,0,180,2025-12-24 02:55:33.000000 UTC
wholesale,SKU-06667,SHP-0007142,1,0,180,0,180,2025-12-24 04:35:43.000000 UTC
wholesale,SKU-08843,SHP-0015264,1,0,180,0,180,2024-10-05 21:04:22.000000 UTC
wholesale,SKU-03093,SHP-0000445,1,0,180,0,180,2024-12-15 17:19:32.000000 UTC
wholesale,SKU-05898,SHP-0012672,1,0,180,0,180,2025-07-11 19:45:50.000000 UTC
wholesale,SKU-01706,SHP-0016803,1,0,180,0,180,2025-09-12 13:09:52.000000 UTC
wholesale,SKU-06666,SHP-0015520,1,0,450,0,450,2025-09-30 00:19:41.000000 UTC
wholesale,SKU-90376,SHP-0024556,1,0,450,0,450,2025-09-30 06:12:21.000000 UTC
wholesale,SKU-05452,SHP-0001423,1,0,450,0,450,2025-09-30 07:03:06.000000 UTC
wholesale,SKU-05452,SHP-0010386,1,0,450,0,450,2026-03-12 05:49:14.000000 UTC
wholesale,SKU-09085,SHP-0011326,1,0,450,0,450,2026-03-23 07:45:50.000000 UTC
wholesale,SKU-03146,SHP-0020307,1,0,450,0,450,2024-10-24 02:10:45.000000 UTC
wholesale,SKU-05452,SHP-0017857,1,0,450,0,450,2024-07-01 22:15:08.000000 UTC
wholesale,SKU-07282,SHP-0017333,3,0,450,0,450,2024-08-24 07:00:45.000000 UTC
wholesale,SKU-02447,SHP-0008064,3,0,450,0,450,2025-03-12 03:19:38.000000 UTC
wholesale,SKU-05840,SHP-0013252,1,0,450,0,450,2025-10-10 08:17:15.000000 UTC
wholesale,SKU-02918,SHP-0020944,1,1,450,0,450,2025-10-10 23:01:23.000000 UTC
wholesale,SKU-03710,SHP-0016222,3,0,450,0,450,2025-10-10 23:39:55.000000 UTC
wholesale,SKU-09085,SHP-0005359,1,0,450,0,450,2025-08-24 18:39:54.000000 UTC
wholesale,SKU-09085,SHP-0015405,1,0,450,0,450,2025-11-30 19:59:59.000000 UTC
wholesale,SKU-03564,SHP-0023780,1,0,450,0,450,2026-03-22 00:56:31.000000 UTC
wholesale,SKU-07252,SHP-0013394,1,0,450,0,450,2026-03-22 11:46:56.000000 UTC
wholesale,SKU-07252,SHP-0011674,1,0,450,0,450,2025-02-17 21:12:39.000000 UTC
wholesale,SKU-09085,SHP-0009730,1,0,450,0,450,2025-10-23 02:26:10.000000 UTC
wholesale,SKU-05840,SHP-0007676,1,0,450,0,450,2026-02-28 15:11:26.000000 UTC
wholesale,SKU-07252,SHP-0029755,1,0,450,0,450,2024-07-03 18:36:00.000000 UTC
wholesale,SKU-03564,SHP-0006875,1,0,450,0,450,2024-09-30 00:17:15.000000 UTC
wholesale,SKU-05452,SHP-0018213,1,0,450,0,450,2024-09-30 09:03:22.000000 UTC
wholesale,SKU-08411,SHP-0024216,1,0,450,0,450,2025-03-11 04:31:02.000000 UTC
wholesale,SKU-08411,SHP-0020464,1,0,450,0,450,2025-10-11 19:48:28.000000 UTC
wholesale,SKU-06594,SHP-0007476,3,0,450,0,450,2025-10-11 17:46:11.000000 UTC
wholesale,SKU-08411,SHP-0014425,1,0,450,0,450,2025-02-04 09:42:01.000000 UTC
wholesale,SKU-02918,SHP-0005653,1,0,450,0,450,2025-10-12 01:45:19.000000 UTC
wholesale,SKU-07252,SHP-0012535,1,0,450,0,450,2026-02-01 07:25:00.000000 UTC
wholesale,SKU-07252,SHP-0005148,1,0,450,0,450,2025-08-22 14:16:05.000000 UTC
wholesale,SKU-09085,SHP-0004189,1,0,450,0,450,2025-04-24 02:59:56.000000 UTC
wholesale,SKU-09085,SHP-0001230,1,0,450,0,450,2025-07-07 22:49:42.000000 UTC
wholesale,SKU-03564,SHP-0015466,1,0,450,0,450,2026-02-11 00:48:53.000000 UTC
wholesale,SKU-08411,SHP-0004107,1,0,450,0,450,2026-02-11 04:00:17.000000 UTC
wholesale,SKU-02918,SHP-0006673,1,0,450,0,450,2024-08-25 04:57:53.000000 UTC
wholesale,SKU-05840,SHP-0028227,1,0,450,0,450,2024-07-14 23:04:27.000000 UTC
wholesale,SKU-07252,SHP-0028915,1,0,450,0,450,2024-07-11 02:47:39.000000 UTC
wholesale,SKU-05840,SHP-0025289,1,0,450,0,450,2025-11-21 20:40:57.000000 UTC
wholesale,SKU-06761,SHP-0019764,3,0,450,0,450,2024-07-12 07:09:03.000000 UTC
wholesale,SKU-09085,SHP-0022681,1,0,450,0,450,2024-07-29 11:01:32.000000 UTC
wholesale,SKU-05840,SHP-0024368,1,0,450,0,450,2026-02-27 06:16:29.000000 UTC
wholesale,SKU-07483,SHP-0002262,3,3,450,0,450,2026-04-12 21:45:39.000000 UTC
wholesale,SKU-02918,SHP-0003992,1,0,450,0,450,2026-01-19 21:58:19.000000 UTC
wholesale,SKU-07252,SHP-0029619,1,0,450,0,450,2025-03-03 00:47:34.000000 UTC
wholesale,SKU-06666,SHP-0005760,1,0,450,0,450,2026-01-05 02:53:07.000000 UTC
wholesale,SKU-02918,SHP-0017888,1,0,450,0,450,2026-01-05 12:03:12.000000 UTC
wholesale,SKU-02918,SHP-0018072,1,0,450,0,450,2024-10-20 12:39:11.000000 UTC
wholesale,SKU-07252,SHP-0025164,1,0,450,0,450,2026-01-06 04:32:06.000000 UTC
wholesale,SKU-06761,SHP-0029017,3,0,450,0,450,2024-06-06 07:44:07.000000 UTC
wholesale,SKU-03146,SHP-0005730,1,0,450,0,450,2024-06-06 14:33:49.000000 UTC
